 5.03297443e+00 -6.87266640e+00  5.03297443e+00  3.98791238e+00 
 5.03337590e+00 -6.73133639e+00  5.03337590e+00  9.60892401e-01 
 5.03370213e+00 -6.44311971e+00  5.03370213e+00  9.64934252e-01 
 5.03386733e+00 -6.30340901e+00  5.03386733e+00  9.53338459e-01 
 5.03407691e+00 -6.13265052e+00  5.03407691e+00  9.64905052e-01 
 5.03445854e+00 -5.83813859e+00  5.03445854e+00  9.53501267e-01 
 5.03522180e+00 -5.30904313e+00  5.03522180e+00  9.64745231e-01 
 5.03642180e+00 -4.61574769e+00  5.03642180e+00  9.53573628e-01 
 5.03762180e+00 -4.06422380e+00  5.03762180e+00  9.64916655e-01 
 5.03882180e+00 -3.62497717e+00  5.03882180e+00  9.53480089e-01 
 5.04002180e+00 -3.27562148e+00  5.04002180e+00  9.64911584e-01 
 5.04122180e+00 -2.99730543e+00  5.04122180e+00  9.53479291e-01 
 5.04192116e+00 -3.23775719e+00  5.04192116e+00  3.98588728e+00 
 5.04233197e+00 -3.59103592e+00  5.04233197e+00  3.97703438e+00 
 5.04273269e+00 -3.91041812e+00  5.04273269e+00  3.98663397e+00 
 5.04313900e+00 -4.21016042e+00  5.04313900e+00  3.97662601e+00 
 5.04395163e+00 -4.74575556e+00  5.04395163e+00  3.98675615e+00 
 5.04515163e+00 -5.40117791e+00  5.04515163e+00  3.97731872e+00 
 5.04635163e+00 -5.92306272e+00  5.04635163e+00  3.98672807e+00 
 5.04755163e+00 -6.33807943e+00  5.04755163e+00  3.97660986e+00 
 5.04875163e+00 -6.66869395e+00  5.04875163e+00  3.98707053e+00 
 5.04995163e+00 -6.93058403e+00  5.04995163e+00  3.97154049e+00 
 5.05043956e+00 -6.75425792e+00  5.05043956e+00  9.65286309e-01 
 5.05080582e+00 -6.42953228e+00  5.05080582e+00  9.53199728e-01 
 5.05098295e+00 -6.28064216e+00  5.05098295e+00  9.65263313e-01 
 5.05121182e+00 -6.09519767e+00  5.05121182e+00  9.53362474e-01 
 5.05166955e+00 -5.74779919e+00  5.05166955e+00  9.65010768e-01 
 5.05258502e+00 -5.13571919e+00  5.05258502e+00  9.53123019e-01 
 5.05378502e+00 -4.47804587e+00  5.05378502e+00  9.65195503e-01 
 5.05498502e+00 -3.95435349e+00  5.05498502e+00  9.53206049e-01 
 5.05618502e+00 -3.53778610e+00  5.05618502e+00  9.65222486e-01 
 5.05738502e+00 -3.20598105e+00  5.05738502e+00  9.53210989e-01 
 5.05806078e+00 -3.05052798e+00  5.05806078e+00  9.65234018e-01 
 5.05862659e+00 -3.24165774e+00  5.05862659e+00  3.97363965e+00 
 5.05895841e+00 -3.52906446e+00  5.05895841e+00  3.98886041e+00 
 5.05928227e+00 -3.79251471e+00  5.05928227e+00  3.97578144e+00 
 5.05965898e+00 -4.07958127e+00  5.05965898e+00  3.98789556e+00 
 5.06000000e+00 -4.32199135e+00  5.06000000e+00  3.97483793e+00 
