 5.00011626e+00 -6.80164601e+00  5.00011626e+00  9.69563959e-01 
 5.00024427e+00 -6.68438937e+00  5.00024427e+00  9.51147157e-01 
 5.00036837e+00 -6.57377284e+00  5.00036837e+00  9.68686350e-01 
 5.00049921e+00 -6.45951941e+00  5.00049921e+00  9.51181206e-01 
 5.00076091e+00 -6.23988136e+00  5.00076091e+00  9.68806013e-01 
 5.00128429e+00 -5.83114605e+00  5.00128429e+00  9.51034243e-01 
 5.00227365e+00 -5.16022227e+00  5.00227365e+00  9.68809567e-01 
 5.00347365e+00 -4.49758760e+00  5.00347365e+00  9.51168410e-01 
 5.00467365e+00 -3.97049269e+00  5.00467365e+00  9.68634441e-01 
 5.00587365e+00 -3.55056858e+00  5.00587365e+00  9.50950874e-01 
 5.00707365e+00 -3.21668560e+00  5.00707365e+00  9.68617412e-01 
 5.00827365e+00 -2.95130554e+00  5.00827365e+00  9.54462528e-01 
 5.00898988e+00 -3.20351700e+00  5.00898988e+00  3.98834439e+00 
 5.00972300e+00 -3.82023603e+00  5.00972300e+00  3.97275043e+00 
 5.01017328e+00 -4.15860231e+00  5.01017328e+00  3.98859965e+00 
 5.01069121e+00 -4.51368932e+00  5.01069121e+00  3.97544964e+00 
 5.01172709e+00 -5.12932210e+00  5.01172709e+00  3.98933482e+00 
 5.01292709e+00 -5.70648256e+00  5.01292709e+00  3.97504104e+00 
 5.01412709e+00 -6.16607765e+00  5.01412709e+00  3.98884048e+00 
 5.01532709e+00 -6.53142703e+00  5.01532709e+00  3.97436668e+00 
 5.01652709e+00 -6.82254974e+00  5.01652709e+00  3.98890655e+00 
 5.01683431e+00 -6.71591598e+00  5.01683431e+00  9.53196968e-01 
 5.01702978e+00 -6.54148230e+00  5.01702978e+00  9.65509298e-01 
 5.01716686e+00 -6.42270927e+00  5.01716686e+00  9.53126707e-01 
 5.01729870e+00 -6.31163096e+00  5.01729870e+00  9.65496886e-01 
 5.01756239e+00 -6.09716569e+00  5.01756239e+00  9.53194319e-01 
 5.01808977e+00 -5.69922834e+00  5.01808977e+00  9.65212503e-01 
 5.01914452e+00 -5.01136317e+00  5.01914452e+00  9.53202999e-01 
 5.02034452e+00 -4.37914595e+00  5.02034452e+00  9.65467443e-01 
 5.02154452e+00 -3.87564251e+00  5.02154452e+00  9.52997431e-01 
 5.02274452e+00 -3.47515257e+00  5.02274452e+00  9.65470641e-01 
 5.02394452e+00 -3.15612684e+00  5.02394452e+00  9.52983657e-01 
 5.02462601e+00 -3.00548791e+00  5.02462601e+00  9.65485875e-01 
 5.02519744e+00 -3.20303582e+00  5.02519744e+00  3.97337185e+00 
 5.02552822e+00 -3.49191586e+00  5.02552822e+00  3.98891848e+00 
 5.02585097e+00 -3.75667567e+00  5.02585097e+00  3.97566644e+00 
 5.02622546e+00 -4.04457515e+00  5.02622546e+00  3.98810805e+00 
 5.02697443e+00 -4.56246959e+00  5.02697443e+00  3.97382760e+00 
 5.02817443e+00 -5.25511887e+00  5.02817443e+00  3.98811321e+00 
 5.02937443e+00 -5.80641862e+00  5.02937443e+00  3.97528295e+00 
 5.03057443e+00 -6.24545921e+00  5.03057443e+00  3.98786580e+00 
 5.03177443e+00 -6.59452768e+00  5.03177443e+00  3.97488980e+00 
