 5.00105543e+00  1.16241717e+00  5.00105543e+00  9.65345932e-01 
 5.00225543e+00  2.25439067e+00  5.00225543e+00  9.48907294e-01 
 5.00345543e+00  2.89280445e+00  5.00345543e+00  9.65182898e-01 
 5.00461046e+00  2.95811053e+00  5.00461046e+00  9.49096205e-01 
 5.00581046e+00  2.44216501e+00  5.00581046e+00  9.65175255e-01 
 5.00701046e+00  1.43488154e+00  5.00701046e+00  9.49085620e-01 
 5.00821046e+00  1.38914977e-01  5.00821046e+00  9.65581309e-01 
 5.00941046e+00 -1.18499982e+00  5.00941046e+00  3.96558278e+00 
 5.01061046e+00 -2.27050510e+00  5.01061046e+00  3.98302924e+00 
 5.01181046e+00 -2.89920860e+00  5.01181046e+00  3.96580794e+00 
 5.01301046e+00 -2.94462178e+00  5.01301046e+00  3.98602106e+00 
 5.01421046e+00 -2.39760799e+00  5.01421046e+00  3.96614089e+00 
 5.01541046e+00 -1.36822065e+00  5.01541046e+00  3.98333260e+00 
 5.01661046e+00 -6.35616872e-02  5.01661046e+00  3.95979421e+00 
 5.01781046e+00  1.25388522e+00  5.01781046e+00  9.66512191e-01 
 5.01901046e+00  2.31906359e+00  5.01901046e+00  9.48323623e-01 
 5.02021046e+00  2.91767073e+00  5.02021046e+00  9.66221417e-01 
 5.02136680e+00  2.93953582e+00  5.02136680e+00  9.48227766e-01 
 5.02256680e+00  2.38188191e+00  5.02256680e+00  9.66187504e-01 
 5.02376680e+00  1.34501838e+00  5.02376680e+00  9.48521505e-01 
 5.02496680e+00  3.75512744e-02  5.02496680e+00  9.90786144e-01 
 5.02616680e+00 -1.27747075e+00  5.02616680e+00  3.96440206e+00 
 5.02736680e+00 -2.33547908e+00  5.02736680e+00  3.98641518e+00 
 5.02856680e+00 -2.92361355e+00  5.02856680e+00  3.96523975e+00 
 5.02976680e+00 -2.92354768e+00  5.02976680e+00  3.98489159e+00 
 5.03096680e+00 -2.33529472e+00  5.03096680e+00  3.96490514e+00 
 5.03216680e+00 -1.27720499e+00  5.03216680e+00  3.98449797e+00 
 5.03336680e+00  3.78449648e-02  5.03336680e+00  9.58125558e-01 
 5.03456680e+00  1.34528091e+00  5.03456680e+00  9.66280630e-01 
 5.03576680e+00  2.38206047e+00  5.03576680e+00  9.48249996e-01 
 5.03696680e+00  2.93959448e+00  5.03696680e+00  9.66169150e-01 
 5.03812857e+00  2.91616486e+00  5.03812857e+00  9.48255981e-01 
 5.03932857e+00  2.31497072e+00  5.03932857e+00  9.66141235e-01 
 5.04052857e+00  1.24802878e+00  5.04052857e+00  9.48553179e-01 
 5.04172857e+00 -7.00034347e-02  5.04172857e+00  3.98014417e+00 
 5.04292857e+00 -1.37395170e+00  5.04292857e+00  3.96610690e+00 
 5.04412857e+00 -2.40147531e+00  5.04412857e+00  3.98404756e+00 
 5.04532857e+00 -2.94584731e+00  5.04532857e+00  3.96597692e+00 
 5.04652857e+00 -2.89754577e+00  5.04652857e+00  3.98300190e+00 
 5.04772857e+00 -2.26628846e+00  5.04772857e+00  3.96892976e+00 
 5.04892857e+00 -1.17907771e+00  5.04892857e+00  3.98330626e+00 
 5.05012857e+00  1.45351086e-01  5.05012857e+00  9.49418277e-01 
 5.05132857e+00  1.44053677e+00  5.05132857e+00  9.65191944e-01 
 5.05252857e+00  2.44590159e+00  5.05252857e+00  9.49176413e-01 
 5.05372857e+00  2.95917670e+00  5.05372857e+00  9.65057832e-01 
 5.05489533e+00  2.88752107e+00  5.05489533e+00  9.49194055e-01 
 5.05609533e+00  2.24133980e+00  5.05609533e+00  9.65044860e-01 
 5.05729533e+00  1.14422449e+00  5.05729533e+00  9.49185944e-01 
 5.05849533e+00 -1.83096757e-01  5.05849533e+00  3.98200194e+00 
 5.05969533e+00 -1.47358086e+00  5.05969533e+00  3.96738580e+00 
 5.06000000e+00 -1.76335576e+00  5.06000000e+00  3.98300558e+00 
