 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.88148501e+00 
 3.33333333e-06  3.76991019e-03  3.33333333e-06  3.83332423e+00 
 4.07979792e-06  4.61414092e-03  4.07979792e-06  3.81928873e+00 
 5.57272710e-06  6.30260123e-03  5.57272710e-06  3.78432901e+00 
 8.55858544e-06  9.67951530e-03  8.55858544e-06  3.67197473e+00 
 1.45303021e-05  1.64333024e-02  1.45303021e-05  3.27772815e+00 
 2.64737355e-05  2.99405925e-02  2.64737355e-05  1.86298870e+00 
 4.14872689e-05  4.69190827e-02  4.14872689e-05 -8.99407100e-01 
 5.24162500e-05  5.92775242e-02  5.24162500e-05 -3.45980050e+00 
 5.60915681e-05  6.34333413e-02  5.60915681e-05 -3.96748867e+00 
 6.08711814e-05  6.88376422e-02  6.08711814e-05 -3.97319765e+00 
 6.38046572e-05  7.21544089e-02  6.38046572e-05 -3.96961629e+00 
 6.72183954e-05  7.60140782e-02  6.72183954e-05 -3.97367066e+00 
 7.40458719e-05  8.37330327e-02  7.40458719e-05 -3.97140530e+00 
 8.72490938e-05  9.86586085e-02  8.72490938e-05 -3.97666532e+00 
 1.08660943e-04  1.22858264e-01  1.08660943e-04 -3.97564073e+00 
 1.38776234e-04  1.56880633e-01  1.38776234e-04 -3.97665036e+00 
 1.72414115e-04  1.94858495e-01  1.72414115e-04 -3.97430376e+00 
 2.21413978e-04  2.50122621e-01  2.21413978e-04 -3.97732397e+00 
 2.97066530e-04  3.35272468e-01  2.97066530e-04 -3.97513125e+00 
 4.39916216e-04  4.95255926e-01  4.39916216e-04 -3.97728258e+00 
 7.25615587e-04  8.10455231e-01  7.25615587e-04 -3.97501893e+00 
 1.29701433e-03  1.40913166e+00  1.29701433e-03 -3.97739559e+00 
 1.96368100e-03  2.02350677e+00  1.96368100e-03 -3.97474086e+00 
 2.63034766e-03  2.51073751e+00  2.63034766e-03 -3.97708457e+00 
 3.29701433e-03  2.84020938e+00  3.29701433e-03 -3.97460864e+00 
 3.96368100e-03  2.99122045e+00  3.96368100e-03 -3.97707484e+00 
 4.63034766e-03  2.95428214e+00  4.63034766e-03 -3.97462969e+00 
 5.29701433e-03  2.73171541e+00  5.29701433e-03 -3.97706431e+00 
 5.96368100e-03  2.33750496e+00  5.96368100e-03 -3.97462324e+00 
 6.63034766e-03  1.79642047e+00  6.63034766e-03 -3.97706347e+00 
 7.29701433e-03  1.14246029e+00  7.29701433e-03 -3.97462514e+00 
 7.96368100e-03  4.16715114e-01  7.96368100e-03 -3.97706138e+00 
 8.16316171e-03  1.92327581e-01  8.16316171e-03 -3.97412145e+00 
 8.26100822e-03  8.17876430e-02  8.26100822e-03 -3.97412164e+00 
 8.29786581e-03  4.01116233e-02  8.29786581e-03 -3.96075655e+00 
 8.32173690e-03  1.31152147e-02  8.32173690e-03 -3.94089892e+00 
 8.33480984e-03 -1.66988453e-03  8.33480984e-03 -3.72145150e+00 
 8.34418555e-03 -1.22735341e-02  8.34418555e-03 -3.27354411e+00 
 8.35257772e-03 -2.17646971e-02  8.35257772e-03 -2.41322142e+00 
 8.36179121e-03 -3.21844858e-02  8.36179121e-03 -1.02701076e+00 
 8.37452278e-03 -4.65822951e-02  8.37452278e-03  1.50466064e+00 
 8.38160299e-03 -5.45886809e-02  8.38160299e-03  3.17701633e+00 
 8.38494292e-03 -5.83653847e-02  8.38494292e-03  3.92857378e+00 
 8.38738468e-03 -6.11264070e-02  8.38738468e-03  3.98324021e+00 
 8.38966360e-03 -6.37032469e-02  8.38966360e-03  3.95231117e+00 
 8.39213120e-03 -6.64933695e-02  8.39213120e-03  3.98084041e+00 
 8.39541401e-03 -7.02051803e-02  8.39541401e-03  3.96003485e+00 
 8.39914181e-03 -7.44199963e-02  8.39914181e-03  3.97976044e+00 
 8.40418643e-03 -8.01234305e-02  8.40418643e-03  3.96379754e+00 
 8.41078298e-03 -8.75810466e-02  8.41078298e-03  3.98023901e+00 
 8.41954389e-03 -9.74846808e-02  8.41954389e-03  3.96666502e+00 
 8.43172916e-03 -1.11257539e-01  8.43172916e-03  3.98239039e+00 
 8.44818768e-03 -1.29856625e-01  8.44818768e-03  3.96839294e+00 
 8.47091160e-03 -1.55527604e-01  8.47091160e-03  3.98243709e+00 
 8.50193761e-03 -1.90558565e-01  8.50193761e-03  3.97167130e+00 
 8.54737903e-03 -2.41817348e-01  8.54737903e-03  3.98099562e+00 
 8.61381856e-03 -3.16630505e-01  8.61381856e-03  3.97019622e+00 
 8.72386054e-03 -4.40082020e-01  8.72386054e-03  3.98144325e+00 
 8.92644420e-03 -6.65217070e-01  8.92644420e-03  3.97186692e+00 
 9.33161152e-03 -1.10256285e+00  9.33161152e-03  3.98131478e+00 
 9.99827819e-03 -1.76177997e+00  9.99827819e-03  3.97062533e+00 
 1.06649449e-02 -2.31029797e+00  1.06649449e-02  3.98235402e+00 
 1.13316115e-02 -2.71365146e+00  1.13316115e-02  3.97019932e+00 
 1.19982782e-02 -2.94649624e+00  1.19982782e-02  3.98313982e+00 
 1.26649449e-02 -2.99420183e+00  1.26649449e-02  3.97056787e+00 
 1.33316115e-02 -2.85377070e+00  1.33316115e-02  3.98315673e+00 
 1.39982782e-02 -2.53402667e+00  1.39982782e-02  3.97050956e+00 
 1.46649449e-02 -2.05506042e+00  1.46649449e-02  3.98321572e+00 
 1.53316115e-02 -1.44696717e+00  1.53316115e-02  3.97054998e+00 
 1.59982782e-02 -7.47955649e-01  1.59982782e-02  3.98319798e+00 
 1.62562463e-02 -4.62324670e-01  1.62562463e-02  3.96951833e+00 
 1.64253914e-02 -2.72499800e-01  1.64253914e-02  3.98216823e+00 
 1.65224083e-02 -1.63071991e-01  1.65224083e-02  3.96953932e+00 
 1.65801005e-02 -9.78866975e-02  1.65801005e-02  3.98032760e+00 
 1.66039641e-02 -7.09082872e-02  1.66039641e-02  3.96513717e+00 
 1.66227912e-02 -4.96197011e-02  1.66227912e-02  3.97561134e+00 
 1.66424601e-02 -2.73766571e-02  1.66424601e-02  3.94400159e+00 
 1.66656597e-02 -1.13885680e-03  1.66656597e-02  3.93937597e+00 
 1.66750545e-02  9.48644999e-03  1.66750545e-02  3.42924259e+00 
 1.66875191e-02  2.35833333e-02  1.66875191e-02  2.38171854e+00 
