 5.01673966e+00 -6.86031674e+00  5.01673966e+00  6.86242106e+00 
 5.01673982e+00 -6.86016417e+00  5.01673982e+00  6.86226886e+00 
 5.01674005e+00 -6.85994905e+00  5.01674005e+00  6.86205359e+00 
 5.01674051e+00 -6.85951873e+00  5.01674051e+00  6.86162315e+00 
 5.01674094e+00 -6.85911803e+00  5.01674094e+00  6.86122247e+00 
 5.01674179e+00 -6.85831669e+00  5.01674179e+00  6.86042109e+00 
 5.01674351e+00 -6.85671437e+00  5.01674351e+00  6.85881869e+00 
 5.01674693e+00 -6.85351091e+00  5.01674693e+00  6.85561513e+00 
 5.01675378e+00 -6.84710934e+00  5.01675378e+00  6.84921325e+00 
 5.01676748e+00 -6.83432821e+00  5.01676748e+00  6.83643154e+00 
 5.01679487e+00 -6.80885934e+00  5.01679487e+00  6.81096136e+00 
 5.01682879e+00 -6.77749879e+00  5.01682879e+00  6.77959919e+00 
 5.01687255e+00 -6.73733864e+00  5.01687255e+00  6.73943688e+00 
 5.01693931e+00 -6.67670664e+00  5.01693931e+00  6.67880168e+00 
 5.01706025e+00 -6.56880353e+00  5.01706025e+00  6.57089280e+00 
 5.01730212e+00 -6.36024515e+00  5.01730212e+00  6.36232335e+00 
 5.01778585e+00 -5.97053294e+00  5.01778585e+00  5.97259036e+00 
 5.01875333e+00 -5.28922685e+00  5.01875333e+00  5.29124803e+00 
 5.01995333e+00 -4.59991855e+00  5.01995333e+00  4.60190297e+00 
 5.02115333e+00 -4.05127879e+00  5.02115333e+00  4.05323399e+00 
 5.02235333e+00 -3.61460114e+00  5.02235333e+00  3.61653303e+00 
 5.02355333e+00 -3.26703717e+00  5.02355333e+00  3.26895053e+00 
 5.02475333e+00 -2.99040165e+00  5.02475333e+00  2.99230020e+00 
 5.02509018e+00 -3.11020344e+00  5.02509018e+00  3.11172109e+00 
 5.02521181e+00 -3.22059785e+00  5.02521181e+00  3.22211873e+00 
 5.02529204e+00 -3.29200862e+00  5.02529204e+00  3.29353634e+00 
 5.02537198e+00 -3.36214583e+00  5.02537198e+00  3.36367389e+00 
 5.02547091e+00 -3.44741654e+00  5.02547091e+00  3.44895319e+00 
 5.02556312e+00 -3.52553794e+00  5.02556312e+00  3.52707442e+00 
 5.02566832e+00 -3.61293649e+00  5.02566832e+00  3.61448252e+00 
 5.02578603e+00 -3.70876293e+00  5.02578603e+00  3.71030894e+00 
 5.02591856e+00 -3.81405843e+00  5.02591856e+00  3.81561565e+00 
 5.02607907e+00 -3.93816999e+00  5.02607907e+00  3.93972810e+00 
 5.02627831e+00 -4.08700891e+00  5.02627831e+00  4.08858106e+00 
 5.02654026e+00 -4.27442863e+00  5.02654026e+00  4.27600469e+00 
 5.02690969e+00 -4.52341696e+00  5.02690969e+00  4.52501271e+00 
 5.02747055e+00 -4.86988324e+00  5.02747055e+00  4.87149121e+00 
 5.02841132e+00 -5.37494449e+00  5.02841132e+00  5.37658610e+00 
 5.02961132e+00 -5.90183351e+00  5.02961132e+00  5.90349682e+00 
 5.03081132e+00 -6.32113666e+00  5.03081132e+00  6.32282895e+00 
 5.03201132e+00 -6.65506137e+00  5.03201132e+00  6.65676484e+00 
 5.03321132e+00 -6.92072923e+00  5.03321132e+00  6.92245364e+00 
 5.03366430e+00 -6.75760641e+00  5.03366430e+00  6.75970148e+00 
 5.03389164e+00 -6.55331140e+00  5.03389164e+00  6.55540425e+00 
 5.03407458e+00 -6.39528271e+00  5.03407458e+00  6.39735820e+00 
 5.03425370e+00 -6.24567157e+00  5.03425370e+00  6.24774837e+00 
 5.03454631e+00 -6.01201885e+00  5.03454631e+00  6.01407369e+00 
 5.03487183e+00 -5.76673029e+00  5.03487183e+00  5.76878178e+00 
 5.03534033e+00 -5.43925087e+00  5.03534033e+00  5.44127505e+00 
 5.03606391e+00 -4.98675777e+00  5.03606391e+00  4.98876784e+00 
 5.03721321e+00 -4.38310131e+00  5.03721321e+00  4.38506916e+00 
 5.03841321e+00 -3.87865993e+00  5.03841321e+00  3.88061097e+00 
 5.03961321e+00 -3.47727211e+00  5.03961321e+00  3.47919159e+00 
 5.04081321e+00 -3.15770707e+00  5.04081321e+00  3.15961968e+00 
 5.04149449e+00 -3.00672318e+00  5.04149449e+00  3.00861745e+00 
 5.04206531e+00 -3.20405490e+00  5.04206531e+00  3.20558219e+00 
 5.04233710e+00 -3.44267202e+00  5.04233710e+00  3.44420026e+00 
 5.04260223e+00 -3.66377744e+00  5.04260223e+00  3.66532989e+00 
 5.04289621e+00 -3.89640316e+00  5.04289621e+00  3.89795575e+00 
 5.04334227e+00 -4.22548152e+00  5.04334227e+00  4.22706449e+00 
 5.04390568e+00 -4.60355629e+00  5.04390568e+00  4.60514679e+00 
 5.04476157e+00 -5.10632927e+00  5.04476157e+00  5.10795969e+00 
 5.04596157e+00 -5.68819672e+00  5.04596157e+00  5.68984529e+00 
 5.04716157e+00 -6.15115327e+00  5.04716157e+00  6.15283974e+00 
 5.04836157e+00 -6.51969993e+00  5.04836157e+00  6.52139295e+00 
 5.04956157e+00 -6.81349817e+00  5.04956157e+00  6.81521974e+00 
 5.05003190e+00 -6.65546895e+00  5.05003190e+00  6.65755281e+00 
 5.05038682e+00 -6.34815903e+00  5.05038682e+00  6.35024422e+00 
 5.05054626e+00 -6.21629261e+00  5.05054626e+00  6.21835507e+00 
 5.05075943e+00 -6.04587975e+00  5.05075943e+00  6.04794942e+00 
 5.05105995e+00 -5.81720129e+00  5.05105995e+00  5.81924210e+00 
 5.05135767e+00 -5.60297709e+00  5.05135767e+00  5.60502350e+00 
 5.05178552e+00 -5.31563966e+00  5.05178552e+00  5.31765348e+00 
 5.05235983e+00 -4.96446452e+00  5.05235983e+00  4.96647713e+00 
 5.05318054e+00 -4.52432872e+00  5.05318054e+00  4.52630024e+00 
 5.05438054e+00 -3.99115943e+00  5.05438054e+00  3.99312027e+00 
 5.05558054e+00 -3.56695137e+00  5.05558054e+00  3.56887175e+00 
 5.05678054e+00 -3.22917544e+00  5.05678054e+00  3.23109569e+00 
 5.05798054e+00 -2.96048443e+00  5.05798054e+00  2.96237233e+00 
 5.05868476e+00 -3.20686736e+00  5.05868476e+00  3.20839856e+00 
 5.05926020e+00 -3.69777186e+00  5.05926020e+00  3.69931044e+00 
 5.05970660e+00 -4.04311398e+00  5.05970660e+00  4.04469055e+00 
 5.06000000e+00 -4.25480302e+00  5.06000000e+00  4.25637124e+00 
